AÑO;PERIODO;FECHA ENVIO;CODIGO ENTIDAD;ENTIDAD;CODIGO LINEA;LINEA INTERVENCION;CODIGO SERVICIO;NOMBRE SERVICIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;CODIGO CENTRO ATENCION;NOMBRE CENTRO ATENCION;N° DE CEM;N° CASOS ATENDIDOS-TOTAL;N° CASOS ATENDIDOS - HOMBRES - TOTAL;N° CASOS ATENDIDOS - MUJERES - TOTAL;N° CASOS ATENDIDOS - VIOLENCIA PSICOLOGICA;N° CASOS ATENDIDOS - VIOLENCIA FISICA;N° CASOS ATENDIDOS - VIOLENCIA SEXUAL;N° CASOS ATENDIDOS - VIOLENCIA ECONÓMICA O PATRIMONIAL;N° CASOS ATENDIDOS - 0_5 - TOTAL;N° CASOS ATENDIDOS - 0_5 - HOMBRES;N° CASOS ATENDIDOS - 0_5 - MUJERES;N° CASOS ATENDIDOS - 6_11 - TOTAL;N° CASOS ATENDIDOS - 6_11 - HOMBRES;N° CASOS ATENDIDOS - 6_11 - MUJERES;N° CASOS ATENDIDOS - 12_17 - TOTAL;N° CASOS ATENDIDOS - 12_17 - HOMBRES;N° CASOS ATENDIDOS - 12_17 - MUJERES;N° CASOS ATENDIDOS - 18_25 - TOTAL;N° CASOS ATENDIDOS - 18_25  - HOMBRES;N° CASOS ATENDIDOS - 18_25 - MUJERES;N° CASOS ATENDIDOS - 18_29 - TOTAL;N° CASOS ATENDIDOS - 18_29  - HOMBRES;N° CASOS ATENDIDOS - 18_29 - MUJERES;N° CASOS ATENDIDOS - 26_35 - TOTAL;N° CASOS ATENDIDOS - 26_35 - HOMBRES;N° CASOS ATENDIDOS - 26_35 - MUJERES;N° CASOS ATENDIDOS - 36_45 - TOTAL;N° CASOS ATENDIDOS - 36_45 - HOMBRES;N° CASOS ATENDIDOS - 36_45 - MUJERES;N° CASOS ATENDIDOS - 30_59 - TOTAL;N° CASOS ATENDIDOS - 30_59 - HOMBRES;N° CASOS ATENDIDOS - 30_59 - MUJERES;N° CASOS ATENDIDOS - 46_59 - TOTAL;N° CASOS ATENDIDOS - 46_59 - HOMBRES;N° CASOS ATENDIDOS - 46_59 - MUJERES;N° CASOS ATENDIDOS - 60_MÁS - TOTAL;N° CASOS ATENDIDOS - 60_MÁS - HOMBRES;N° CASOS ATENDIDOS - 60_MÁS - MUJERES;N° DE ACTIVIDADES - TOTAL
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110101;ICA;ICA;ICA;CEM048;ICA;1;361;51;310;188;131;42;;25;;;51;;;37;;;57;;;;;;79;;;66;;;;;;32;;;14;;;8 147
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210501;PUNO;EL COLLAO;ILAVE;CEM049;ILAVE;1;244;16;228;109;122;13;;0;;;5;;;22;;;41;;;;;;74;;;52;;;;;;27;;;23;;;7 963
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150112;LIMA METROPOLITANA;LIMA;INDEPENDENCIA                                           ;CEM050;INDEPENDENCIA;1;339;56;283;147;133;59;;28;;;52;;;53;;;52;;;;;;55;;;67;;;;;;19;;;13;;;5 009
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160108;LORETO;MAYNAS;PUNCHANA;CEM051;IQUITOS;1;482;58;424;283;153;46;;20;;;44;;;71;;;73;;;;;;131;;;78;;;;;;42;;;23;;;8 656
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;60801;CAJAMARCA;JAÉN;JAÉN;CEM052;JAEN;1;262;20;242;170;67;25;;6;;;21;;;31;;;48;;;;;;73;;;48;;;;;;25;;;10;;;3 174
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120401;JUNÍN;JAUJA;JAUJA;CEM053;JAUJA;1;528;128;400;260;228;40;;35;;;89;;;85;;;78;;;;;;97;;;67;;;;;;40;;;37;;;13 630
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;211101;PUNO;SAN ROMÁN;JULIACA;CEM054;JULIACA;1;449;17;432;189;255;5;;1;;;7;;;13;;;76;;;;;;169;;;116;;;;;;47;;;20;;;5 283
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80907;CUSCO;LA CONVENCIÓN;KIMBIRI;CEM055;KIMBIRI;1;131;9;122;48;61;22;;4;;;12;;;16;;;36;;;;;;34;;;11;;;;;;16;;;2;;;3 319
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;CEM056;LA ESPERANZA;1;406;85;321;139;229;38;;50;;;75;;;61;;;53;;;;;;84;;;45;;;;;;28;;;10;;;11 588
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50501;AYACUCHO;LA MAR;SAN MIGUEL;CEM057;LA MAR;1;79;3;76;39;32;8;;0;;;1;;;8;;;16;;;;;;22;;;15;;;;;;14;;;3;;;3 791
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150134;LIMA METROPOLITANA;LIMA;SAN LUIS;CEM058;SAN LUIS;1;247;42;205;132;76;39;;18;;;29;;;40;;;31;;;;;;43;;;47;;;;;;22;;;17;;;11 009
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;CEM059;LAMBAYEQUE;1;205;14;191;164;39;2;;1;;;10;;;8;;;38;;;;;;67;;;49;;;;;;25;;;7;;;6 632
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150101;LIMA METROPOLITANA;LIMA;LIMA;CEM060;LIMA;1;964;176;788;500;358;106;;73;;;123;;;120;;;103;;;;;;208;;;173;;;;;;84;;;80;;;15 693
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150117;LIMA METROPOLITANA;LIMA;LOS OLIVOS;CEM061;LOS OLIVOS;1;414;35;379;259;102;53;;12;;;43;;;57;;;53;;;;;;106;;;73;;;;;;44;;;26;;;4 385
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50601;AYACUCHO;LUCANAS;PUQUIO;CEM062;LUCANAS;1;213;21;192;107;72;34;;7;;;24;;;28;;;42;;;;;;49;;;31;;;;;;22;;;10;;;5 777
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;CEM063;MADRE DE DIOS;1;159;24;135;60;77;22;;11;;;27;;;29;;;18;;;;;;37;;;24;;;;;;9;;;4;;;2 088
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150123;LIMA METROPOLITANA;LIMA;PACHACAMAC;CEM064;MANCHAY;1;286;67;219;184;73;29;;27;;;68;;;48;;;28;;;;;;74;;;26;;;;;;11;;;4;;;11 589
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210801;PUNO;MELGAR;AYAVIRI;CEM065;MELGAR;1;143;10;133;61;79;3;;2;;;10;;;12;;;22;;;;;;40;;;32;;;;;;19;;;6;;;4 727
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;40110;AREQUIPA;AREQUIPA;MIRAFLORES;CEM066;MIRAFLORES;1;748;109;639;513;153;82;;49;;;73;;;97;;;97;;;;;;182;;;130;;;;;;90;;;30;;;10 091
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;CEM067;MOQUEGUA;1;438;27;411;327;94;17;;3;;;16;;;20;;;62;;;;;;161;;;99;;;;;;66;;;11;;;11 449
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220101;SAN MARTÍN;MOYOBAMBA;MOYOBAMBA;CEM068;MOYOBAMBA;1;304;47;257;184;93;27;;16;;;53;;;35;;;55;;;;;;64;;;50;;;;;;23;;;8;;;5 632
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110301;ICA;NASCA;NASCA;CEM069;NASCA;1;211;30;181;116;78;17;;12;;;15;;;25;;;38;;;;;;53;;;39;;;;;;19;;;10;;;3 653
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160301;LORETO;LORETO                                                  ;NAUTA                                                   ;CEM070;NAUTA;1;88;18;70;33;51;4;;4;;;11;;;13;;;8;;;;;;27;;;13;;;;;;9;;;3;;;1 484
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;21809;ÁNCASH;SANTA;NUEVO CHIMBOTE                                          ;CEM071;NUEVO CHIMBOTE;1;347;63;284;181;152;14;;27;;;60;;;38;;;33;;;;;;76;;;62;;;;;;33;;;18;;;17 985
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130601;LA LIBERTAD;OTUZCO;OTUZCO;CEM072;OTUZCO;1;74;8;66;26;32;16;;4;;;4;;;18;;;14;;;;;;16;;;12;;;;;;6;;;0;;;3 656
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;190301;PASCO;OXAPAMPA;OXAPAMPA;CEM073;OXAPAMPA;1;141;14;127;67;64;10;;1;;;10;;;16;;;23;;;;;;41;;;29;;;;;;16;;;5;;;2 290
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;70106;CALLAO;CALLAO;VENTANILLA;CEM074;PACHACUTEC;1;352;60;292;244;66;42;;26;;;71;;;72;;;34;;;;;;65;;;59;;;;;;24;;;1;;;5 961
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;250301;UCAYALI;PADRE ABAD;PADRE ABAD;CEM075;PADRE ABAD;1;170;13;157;51;96;23;;3;;;15;;;18;;;39;;;;;;42;;;37;;;;;;11;;;5;;;2 006
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150133;LIMA METROPOLITANA;LIMA;SAN JUAN DE MIRAFLORES;CEM076;SAN JUAN DE MIRAFLORES;1;423;82;341;229;139;55;;41;;;68;;;73;;;32;;;;;;70;;;69;;;;;;37;;;33;;;11 510
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50701;AYACUCHO;PARINACOCHAS;CORACORA;CEM077;PARINACOCHAS;1;113;9;104;36;67;10;;0;;;8;;;19;;;19;;;;;;29;;;17;;;;;;12;;;9;;;5 772
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;190113;PASCO;PASCO;YANACANCHA;CEM078;PASCO;1;279;26;253;109;132;38;;12;;;28;;;36;;;64;;;;;;71;;;36;;;;;;22;;;10;;;3 263
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50801;AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;CEM079;PAUCAR DEL SARA SARA;1;78;12;66;31;42;5;;6;;;9;;;5;;;16;;;;;;17;;;9;;;;;;7;;;9;;;3 833
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80910;CUSCO;LA CONVENCIÓN;PICHARI;CEM080;PICHARI;1;143;11;132;73;47;23;;11;;;15;;;17;;;37;;;;;;36;;;20;;;;;;6;;;1;;;4 428
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110501;ICA;PISCO;PISCO;CEM081;PISCO;1;604;73;531;359;232;13;;23;;;70;;;89;;;88;;;;;;161;;;111;;;;;;51;;;11;;;5 816
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200104;PIURA;PIURA;CASTILLA;CEM082;PIURA;1;730;70;660;461;228;41;;10;;;46;;;67;;;110;;;;;;207;;;169;;;;;;92;;;29;;;8 668
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;CEM083;PUCALLPA;1;497;21;476;212;208;77;;6;;;50;;;57;;;107;;;;;;147;;;86;;;;;;39;;;5;;;6 806
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210101;PUNO;PUNO;PUNO;CEM084;PUNO;1;475;29;446;211;254;10;;3;;;16;;;17;;;74;;;;;;150;;;129;;;;;;65;;;21;;;7 376
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;CEM085;QUILLABAMBA;1;377;50;327;173;177;27;;2;;;37;;;34;;;54;;;;;;95;;;68;;;;;;54;;;33;;;4 753
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220801;SAN MARTÍN;RIOJA;RIOJA;CEM086;RIOJA;1;394;23;371;139;202;53;;7;;;43;;;62;;;72;;;;;;106;;;72;;;;;;26;;;6;;;4 011
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150114;LIMA METROPOLITANA;LIMA;LA MOLINA;CEM087;LA MOLINA;1;478;112;366;320;93;65;;58;;;113;;;102;;;42;;;;;;60;;;52;;;;;;28;;;23;;;13 645
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150132;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;CEM088;SAN JUAN DE LURIGANCHO;1;942;75;867;605;206;131;;50;;;93;;;121;;;125;;;;;;231;;;177;;;;;;95;;;50;;;12 057
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150135;LIMA METROPOLITANA;LIMA;SAN MARTÍN DE PORRES;CEM089;SAN MARTIN DE PORRES;1;603;48;555;345;204;54;;10;;;34;;;55;;;85;;;;;;183;;;138;;;;;;70;;;28;;;10 726
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;131001;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;CEM090;SANTIAGO DE CHUCO;1;88;18;70;10;66;12;;14;;;20;;;19;;;10;;;;;;11;;;8;;;;;;3;;;3;;;4 833
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120601;JUNÍN;SATIPO;SATIPO;CEM091;SATIPO;1;198;17;181;24;92;82;;9;;;26;;;63;;;24;;;;;;32;;;28;;;;;;11;;;5;;;2 742
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200801;PIURA;SECHURA;SECHURA;CEM092;SECHURA;1;144;28;116;42;94;8;;14;;;20;;;23;;;24;;;;;;39;;;19;;;;;;4;;;1;;;9 320
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80601;CUSCO;CANCHIS;SICUANI;CEM093;SICUANI;1;376;23;353;270;89;17;;7;;;20;;;25;;;69;;;;;;133;;;76;;;;;;33;;;13;;;7 308
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50901;AYACUCHO;SUCRE;QUEROBAMBA;CEM094;SUCRE;1;101;9;92;49;48;4;;1;;;10;;;11;;;16;;;;;;28;;;23;;;;;;6;;;6;;;5 849
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200601;PIURA;SULLANA;SULLANA;CEM095;SULLANA;1;382;21;361;118;208;56;;15;;;47;;;57;;;72;;;;;;109;;;56;;;;;;17;;;9;;;10 589
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150140;LIMA METROPOLITANA;LIMA;SANTIAGO DE SURCO;CEM096;SURCO;1;396;51;345;252;77;67;;22;;;48;;;68;;;37;;;;;;70;;;77;;;;;;47;;;27;;;8 350
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150141;LIMA METROPOLITANA;LIMA;SURQUILLO;CEM097;SURQUILLO;1;150;30;120;65;46;39;;5;;;33;;;27;;;17;;;;;;22;;;18;;;;;;18;;;10;;;2 538
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;230101;TACNA;TACNA;TACNA;CEM098;TACNA;1;571;49;522;315;200;56;;10;;;41;;;72;;;91;;;;;;142;;;128;;;;;;57;;;30;;;9 628
2013;ENE - DIC;5/01/2014;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;CEM099;TARAPOTO;1;645;131;514;435;155;55;;29;;;95;;;113;;;68;;;;;;119;;;120;;;;;;74;;;27;;;4 796
